Text Inputs : Specimen label,"S1.104M_LS_CONDYLE"
Notes : Specimen note 1,"Sheep, LS.

Tried testing on the condyle to verify that chipping the bone and gluing it back together does not effect the mechanical properties. Angle of the plane caused it to slip off and test to be void."

Time,Extension,Load,True stress
(sec),(mm),(N),(MPa)
3.25480,-66.31870,-3.69163,0.51427
3.25580,-66.31857,-3.68039,0.51270
3.25680,-66.31842,-3.66526,0.51060
3.25780,-66.31826,-3.64771,0.50816
3.25880,-66.31811,-3.62931,0.50559
3.25980,-66.31799,-3.61184,0.50316
3.26080,-66.31791,-3.59701,0.50110
3.26180,-66.31788,-3.58620,0.49959
3.26280,-66.31790,-3.58039,0.49878
3.26380,-66.31798,-3.58019,0.49875
3.26400,-66.31798,-3.58019,0.49875
3.26480,-66.31811,-3.58578,0.49953
3.26580,-66.31828,-3.59668,0.50105
3.26680,-66.31848,-3.61191,0.50317
3.26780,-66.31868,-3.63003,0.50569
3.26880,-66.31888,-3.64905,0.50833
3.26980,-66.31906,-3.66706,0.51084
3.27080,-66.31919,-3.68212,0.51294
3.27180,-66.31927,-3.69264,0.51440
3.27280,-66.31928,-3.69761,0.51509
3.27380,-66.31925,-3.69670,0.51496
3.27480,-66.31915,-3.69026,0.51407
3.27580,-66.31902,-3.67899,0.51250
3.27680,-66.31887,-3.66384,0.51039
3.27780,-66.31871,-3.64626,0.50795
3.27880,-66.31856,-3.62783,0.50538
3.27980,-66.31844,-3.61031,0.50294
3.28000,-66.31844,-3.61031,0.50294
3.28080,-66.31835,-3.59547,0.50088
3.28180,-66.31833,-3.58467,0.49937
3.28280,-66.31835,-3.57890,0.49857
3.28380,-66.31843,-3.57875,0.49855
3.28480,-66.31856,-3.58436,0.49933
3.28580,-66.31873,-3.59526,0.50084
3.28680,-66.31893,-3.61052,0.50296
3.28780,-66.31913,-3.62869,0.50549
3.28880,-66.31933,-3.64779,0.50815
3.28980,-66.31951,-3.66583,0.51066
3.29080,-66.31963,-3.68086,0.51275
3.29180,-66.31971,-3.69128,0.51420
3.29280,-66.31972,-3.69613,0.51488
3.29380,-66.31967,-3.69510,0.51474
3.29480,-66.31957,-3.68854,0.51382
3.29580,-66.31944,-3.67707,0.51223
3.29600,-66.31944,-3.67707,0.51223
3.29680,-66.31928,-3.66166,0.51008
3.29780,-66.31911,-3.64380,0.50760
3.29880,-66.31896,-3.62509,0.50499
3.29980,-66.31884,-3.60736,0.50253
3.30080,-66.31875,-3.59235,0.50044
3.30180,-66.31873,-3.58143,0.49891
3.30280,-66.31875,-3.57559,0.49810
3.30380,-66.31884,-3.57542,0.49808
3.30480,-66.31898,-3.58109,0.49886
3.30580,-66.31915,-3.59213,0.50040
3.30680,-66.31935,-3.60760,0.50255
3.30780,-66.31957,-3.62600,0.50511
3.30880,-66.31977,-3.64528,0.50779
3.30980,-66.31995,-3.66347,0.51033
3.31180,-66.32016,-3.68930,0.51392
3.31200,-66.32016,-3.68930,0.51392
3.31280,-66.32018,-3.69439,0.51463
3.31380,-66.32014,-3.69359,0.51452
3.31480,-66.32005,-3.68724,0.51363
3.31680,-66.31977,-3.66078,0.50995
3.31780,-66.31961,-3.64318,0.50750
3.31880,-66.31946,-3.62474,0.50494
3.31980,-66.31934,-3.60721,0.50250
3.32080,-66.31926,-3.59231,0.50042
3.32180,-66.31923,-3.58141,0.49891
3.32280,-66.31925,-3.57553,0.49809
3.32380,-66.31933,-3.57525,0.49805
3.32480,-66.31946,-3.58075,0.49881
3.32580,-66.31963,-3.59153,0.50031
3.32680,-66.31983,-3.60663,0.50241
3.32780,-66.32003,-3.62460,0.50491
3.32800,-66.32003,-3.62460,0.50491
3.32880,-66.32024,-3.64347,0.50753
3.32980,-66.32041,-3.66129,0.51001
3.33080,-66.32054,-3.67615,0.51208
3.33180,-66.32062,-3.68645,0.51352
3.33280,-66.32064,-3.69123,0.51418
3.33380,-66.32060,-3.69015,0.51403
3.33480,-66.32050,-3.68359,0.51312
3.33580,-66.32037,-3.67220,0.51154
3.33680,-66.32022,-3.65700,0.50942
3.33780,-66.32006,-3.63943,0.50697
3.33880,-66.31991,-3.62107,0.50442
3.33980,-66.31980,-3.60371,0.50200
3.34080,-66.31972,-3.58911,0.49997
3.34180,-66.31970,-3.57866,0.49851
3.34280,-66.31972,-3.57334,0.49777
3.34380,-66.31982,-3.57371,0.49782
3.34400,-66.31982,-3.57371,0.49782
3.34480,-66.31995,-3.57990,0.49868
3.34580,-66.32012,-3.59138,0.50028
3.34680,-66.32032,-3.60720,0.50248
3.34780,-66.32053,-3.62587,0.50508
3.34880,-66.32072,-3.64534,0.50779
3.34980,-66.32088,-3.66360,0.51033
3.35080,-66.32101,-3.67872,0.51243
3.35180,-66.32108,-3.68909,0.51388
3.35280,-66.32109,-3.69379,0.51453
3.35380,-66.32103,-3.69253,0.51436
3.35480,-66.32092,-3.68567,0.51340
3.35580,-66.32079,-3.67386,0.51176
3.35680,-66.32062,-3.65810,0.50957
3.35780,-66.32045,-3.63990,0.50703
3.35880,-66.32029,-3.62088,0.50439
3.35980,-66.32016,-3.60287,0.50188
3.36000,-66.32016,-3.60287,0.50188
3.36080,-66.32007,-3.58764,0.49976
3.36180,-66.32004,-3.57654,0.49821
3.36280,-66.32006,-3.57058,0.49738
3.36380,-66.32015,-3.57033,0.49735
3.36480,-66.32029,-3.57594,0.49813
3.36580,-66.32046,-3.58696,0.49966
3.36680,-66.32067,-3.60244,0.50181
3.36780,-66.32088,-3.62086,0.50438
3.36880,-66.32108,-3.64019,0.50707
3.36980,-66.32126,-3.65843,0.50960
3.37080,-66.32140,-3.67365,0.51172
3.37180,-66.32148,-3.68427,0.51320
3.37280,-66.32149,-3.68934,0.51391
3.37380,-66.32145,-3.68850,0.51379
3.37480,-66.32136,-3.68209,0.51290
3.37580,-66.32123,-3.67072,0.51132
3.37600,-66.32123,-3.67072,0.51132
3.37680,-66.32108,-3.65539,0.50918
3.37880,-66.32077,-3.61890,0.50410
3.37980,-66.32065,-3.60111,0.50163
3.38080,-66.32057,-3.58597,0.49952
3.38180,-66.32054,-3.57487,0.49797
3.38280,-66.32056,-3.56886,0.49714
3.38380,-66.32065,-3.56856,0.49709
3.38480,-66.32079,-3.57415,0.49787
3.38580,-66.32096,-3.58514,0.49940
3.38680,-66.32117,-3.60053,0.50154
3.38780,-66.32138,-3.61885,0.50409
3.38880,-66.32159,-3.63812,0.50677
3.38980,-66.32178,-3.65638,0.50931
3.39080,-66.32192,-3.67172,0.51144
3.39180,-66.32201,-3.68250,0.51294
3.39200,-66.32201,-3.68250,0.51294
3.39280,-66.32204,-3.68775,0.51368
3.39380,-66.32200,-3.68708,0.51358
3.39480,-66.32191,-3.68084,0.51271
3.39580,-66.32179,-3.66967,0.51116
3.39680,-66.32165,-3.65456,0.50906
3.39780,-66.32149,-3.63699,0.50661
3.39880,-66.32135,-3.61854,0.50405
3.39980,-66.32123,-3.60098,0.50160
3.40080,-66.32116,-3.58611,0.49953
3.40180,-66.32113,-3.57534,0.49803
3.40280,-66.32117,-3.56968,0.49724
3.40380,-66.32125,-3.56972,0.49725
3.40480,-66.32139,-3.57559,0.49806
3.40580,-66.32157,-3.58682,0.49962
3.40680,-66.32176,-3.60242,0.50179
3.40780,-66.32197,-3.62096,0.50437
3.40800,-66.32197,-3.62096,0.50437
3.40880,-66.32216,-3.64043,0.50708
3.40980,-66.32234,-3.65883,0.50964
3.41080,-66.32247,-3.67421,0.51178
3.41180,-66.32254,-3.68495,0.51328
3.41280,-66.32256,-3.69010,0.51400
3.41380,-66.32251,-3.68932,0.51389
3.41480,-66.32241,-3.68295,0.51300
3.41580,-66.32227,-3.67160,0.51142
3.41680,-66.32211,-3.65624,0.50928
3.41880,-66.32179,-3.61954,0.50418
3.41980,-66.32166,-3.60166,0.50169
3.42080,-66.32157,-3.58649,0.49958
3.42180,-66.32154,-3.57541,0.49803
3.42280,-66.32156,-3.56942,0.49720
3.42380,-66.32164,-3.56912,0.49716
3.42400,-66.32164,-3.56912,0.49716
3.42480,-66.32177,-3.57466,0.49793
3.42580,-66.32194,-3.58559,0.49945
3.42680,-66.32214,-3.60094,0.50158
3.42880,-66.32255,-3.63840,0.50679
3.42980,-66.32273,-3.65654,0.50932
3.43080,-66.32286,-3.67172,0.51143
3.43180,-66.32295,-3.68236,0.51291
3.43280,-66.32297,-3.68750,0.51363
3.43380,-66.32292,-3.68676,0.51352
3.43480,-66.32283,-3.68045,0.51265
3.43580,-66.32271,-3.66920,0.51108
3.43680,-66.32255,-3.65399,0.50897
3.43880,-66.32224,-3.61778,0.50393
3.43980,-66.32212,-3.60014,0.50147
3.44000,-66.32212,-3.60014,0.50147
3.44080,-66.32204,-3.58517,0.49939
3.44180,-66.32201,-3.57423,0.49786
3.44280,-66.32203,-3.56837,0.49705
3.44380,-66.32212,-3.56819,0.49702
3.44480,-66.32224,-3.57386,0.49781
3.44580,-66.32241,-3.58485,0.49934
3.44680,-66.32261,-3.60018,0.50147
3.44780,-66.32282,-3.61839,0.50400
3.44880,-66.32302,-3.63748,0.50666
3.44980,-66.32319,-3.65549,0.50917
3.45080,-66.32332,-3.67052,0.51126
3.45180,-66.32340,-3.68095,0.51271
3.45280,-66.32342,-3.68582,0.51339
3.45380,-66.32338,-3.68476,0.51324
3.45480,-66.32328,-3.67814,0.51232
3.45580,-66.32315,-3.66662,0.51072
3.45600,-66.32315,-3.66662,0.51072
3.45680,-66.32300,-3.65122,0.50857
3.45880,-66.32269,-3.61478,0.50350
3.45980,-66.32258,-3.59714,0.50105
3.46080,-66.32250,-3.58230,0.49898
3.46180,-66.32248,-3.57163,0.49749
3.46280,-66.32251,-3.56614,0.49673
3.46380,-66.32260,-3.56637,0.49676
3.46480,-66.32273,-3.57246,0.49761
3.46580,-66.32291,-3.58389,0.49920
3.46680,-66.32311,-3.59968,0.50139
3.46880,-66.32350,-3.63783,0.50670
3.46980,-66.32367,-3.65617,0.50925
3.47080,-66.32380,-3.67140,0.51137
3.47180,-66.32386,-3.68194,0.51284
3.47200,-66.32386,-3.68194,0.51284
3.47280,-66.32387,-3.68689,0.51353
3.47380,-66.32382,-3.68592,0.51339
3.47480,-66.32371,-3.67941,0.51249
3.47580,-66.32357,-3.66796,0.51090
3.47680,-66.32340,-3.65255,0.50875
3.47880,-66.32307,-3.61591,0.50365
3.47980,-66.32294,-3.59811,0.50118
3.48080,-66.32285,-3.58306,0.49908
3.48180,-66.32281,-3.57211,0.49756
3.48280,-66.32283,-3.56627,0.49674
3.48380,-66.32291,-3.56612,0.49672
3.48480,-66.32304,-3.57182,0.49751
3.48580,-66.32321,-3.58292,0.49906
3.48680,-66.32341,-3.59841,0.50121
3.48800,-66.32363,-3.61681,0.50377
3.48880,-66.32383,-3.63610,0.50645
3.48980,-66.32401,-3.65428,0.50898
3.49080,-66.32414,-3.66947,0.51110
3.49180,-66.32422,-3.68006,0.51257
3.49280,-66.32424,-3.68510,0.51327
3.49380,-66.32420,-3.68422,0.51315
3.49480,-66.32411,-3.67773,0.51225
3.49580,-66.32398,-3.66628,0.51066
3.49680,-66.32382,-3.65087,0.50851
3.49880,-66.32351,-3.61432,0.50343
3.49980,-66.32340,-3.59655,0.50095
3.50080,-66.32331,-3.58147,0.49885
3.50180,-66.32328,-3.57045,0.49732
3.50280,-66.32331,-3.56456,0.49650
3.50380,-66.32339,-3.56440,0.49647
3.50400,-66.32339,-3.56440,0.49647
3.50480,-66.32352,-3.57013,0.49727
3.50580,-66.32369,-3.58127,0.49882
3.50680,-66.32389,-3.59683,0.50098
3.50780,-66.32409,-3.61531,0.50355
3.50880,-66.32429,-3.63471,0.50625
3.50980,-66.32446,-3.65306,0.50881
3.51080,-66.32459,-3.66839,0.51094
3.51180,-66.32467,-3.67908,0.51243
3.51280,-66.32468,-3.68413,0.51313
3.51380,-66.32463,-3.68319,0.51300
3.51480,-66.32453,-3.67661,0.51209
3.51580,-66.32440,-3.66506,0.51048
3.51680,-66.32423,-3.64955,0.50832
3.51780,-66.32407,-3.63155,0.50582
3.51880,-66.32391,-3.61263,0.50318
3.51980,-66.32379,-3.59461,0.50068
3.52000,-66.32379,-3.59461,0.50068
3.52080,-66.32370,-3.57929,0.49854
3.52180,-66.32366,-3.56807,0.49698
3.52280,-66.32368,-3.56199,0.49613
3.52380,-66.32376,-3.56164,0.49608
3.52480,-66.32389,-3.56718,0.49685
3.52580,-66.32406,-3.57813,0.49838
3.52680,-66.32426,-3.59354,0.50052
3.52780,-66.32447,-3.61197,0.50308
3.52880,-66.32467,-3.63141,0.50579
3.52980,-66.32486,-3.64983,0.50835
3.53080,-66.32499,-3.66524,0.51050
3.53180,-66.32507,-3.67602,0.51200
3.53280,-66.32509,-3.68120,0.51272
3.53380,-66.32505,-3.68045,0.51261
3.53480,-66.32496,-3.67410,0.51173
3.53580,-66.32482,-3.66276,0.51015
3.53600,-66.32482,-3.66276,0.51015
3.53680,-66.32466,-3.64739,0.50801
3.53880,-66.32433,-3.61050,0.50288
3.53980,-66.32420,-3.59242,0.50037
3.54080,-66.32410,-3.57701,0.49822
3.54180,-66.32406,-3.56566,0.49664
3.54280,-66.32408,-3.55940,0.49577
3.54380,-66.32415,-3.55887,0.49569
3.54480,-66.32427,-3.56426,0.49644
3.54580,-66.32444,-3.57515,0.49796
3.54680,-66.32464,-3.59058,0.50010
3.54780,-66.32485,-3.60908,0.50268
3.54880,-66.32505,-3.62863,0.50540
3.54980,-66.32524,-3.64724,0.50798
3.55080,-66.32537,-3.66294,0.51017
3.55180,-66.32545,-3.67411,0.51172
3.55200,-66.32545,-3.67411,0.51172
3.55280,-66.32547,-3.67971,0.51250
3.55380,-66.32543,-3.67933,0.51245
3.55480,-66.32534,-3.67326,0.51161
3.55580,-66.32520,-3.66212,0.51006
3.55680,-66.32504,-3.64687,0.50794
3.55780,-66.32487,-3.62900,0.50545
3.55880,-66.32471,-3.61008,0.50282
3.55980,-66.32458,-3.59193,0.50029
3.56080,-66.32448,-3.57631,0.49812
3.56180,-66.32444,-3.56469,0.49650
3.56280,-66.32446,-3.55812,0.49558
3.56380,-66.32453,-3.55729,0.49547
3.56480,-66.32466,-3.56240,0.49618
3.56580,-66.32484,-3.57301,0.49765
3.56680,-66.32504,-3.58819,0.49976
3.56780,-66.32526,-3.60652,0.50231
3.56800,-66.32526,-3.60652,0.50231
3.56880,-66.32547,-3.62606,0.50503
3.56980,-66.32565,-3.64479,0.50764
3.57080,-66.32580,-3.66073,0.50986
3.57180,-66.32588,-3.67219,0.51145
3.57280,-66.32591,-3.67809,0.51227
3.57380,-66.32587,-3.67800,0.51226
3.57480,-66.32579,-3.67220,0.51145
3.57580,-66.32566,-3.66131,0.50994
3.57680,-66.32551,-3.64628,0.50785
3.57780,-66.32534,-3.62849,0.50537
3.57880,-66.32519,-3.60951,0.50273
3.57980,-66.32506,-3.59114,0.50017
3.58080,-66.32497,-3.57522,0.49796
3.58180,-66.32492,-3.56327,0.49629
3.58280,-66.32494,-3.55635,0.49533
3.58380,-66.32502,-3.55513,0.49516
3.58400,-66.32502,-3.55513,0.49516
3.58480,-66.32515,-3.55986,0.49582
3.58580,-66.32532,-3.57013,0.49724
3.58680,-66.32552,-3.58507,0.49932
3.58780,-66.32574,-3.60331,0.50186
3.58880,-66.32595,-3.62291,0.50458
3.58980,-66.32614,-3.64186,0.50722
3.59080,-66.32628,-3.65816,0.50949
3.59180,-66.32637,-3.67005,0.51114
3.59280,-66.32641,-3.67643,0.51203
3.59380,-66.32637,-3.67683,0.51209
3.59480,-66.32629,-3.67149,0.51135
3.59580,-66.32616,-3.66097,0.50988
3.59680,-66.32600,-3.64620,0.50783
3.59780,-66.32583,-3.62853,0.50537
3.59880,-66.32567,-3.60957,0.50273
3.59980,-66.32553,-3.59112,0.50016
3.60000,-66.32553,-3.59112,0.50016
3.60080,-66.32543,-3.57501,0.49792
3.60180,-66.32539,-3.56274,0.49621
3.60280,-66.32540,-3.55540,0.49519
3.60380,-66.32546,-3.55372,0.49496
3.60480,-66.32559,-3.55802,0.49555
3.60580,-66.32576,-3.56791,0.49693
3.60680,-66.32595,-3.58254,0.49896
3.60780,-66.32616,-3.60053,0.50147
3.60880,-66.32637,-3.61995,0.50417
3.60980,-66.32656,-3.63881,0.50679
3.61080,-66.32671,-3.65513,0.50906
3.61180,-66.32680,-3.66721,0.51074
3.61280,-66.32684,-3.67389,0.51167
3.61380,-66.32682,-3.67458,0.51177
3.61480,-66.32674,-3.66947,0.51106
3.61580,-66.32661,-3.65911,0.50962
3.61600,-66.32661,-3.65911,0.50962
3.61680,-66.32646,-3.64442,0.50757
3.61780,-66.32629,-3.62681,0.50512
3.61880,-66.32614,-3.60787,0.50249
3.61980,-66.32600,-3.58939,0.49992
3.62080,-66.32590,-3.57316,0.49766
3.62180,-66.32585,-3.56075,0.49593
3.62280,-66.32586,-3.55326,0.49489
3.62380,-66.32593,-3.55147,0.49464
3.62480,-66.32605,-3.55571,0.49522
3.62580,-66.32621,-3.56556,0.49659
3.62680,-66.32642,-3.58018,0.49863
3.62780,-66.32663,-3.59820,0.50113
3.62880,-66.32683,-3.61771,0.50385
3.62980,-66.32701,-3.63675,0.50650
3.63080,-66.32717,-3.65331,0.50880
3.63180,-66.32726,-3.66568,0.51052
3.63200,-66.32726,-3.66568,0.51052
3.63280,-66.32730,-3.67265,0.51149
3.63380,-66.32728,-3.67365,0.51163
3.63480,-66.32720,-3.66888,0.51097
3.63580,-66.32707,-3.65887,0.50958
3.63680,-66.32692,-3.64452,0.50758
3.63780,-66.32676,-3.62712,0.50516
3.63880,-66.32660,-3.60821,0.50253
3.63980,-66.32645,-3.58957,0.49993
3.64080,-66.32635,-3.57303,0.49763
3.64180,-66.32629,-3.56023,0.49585
3.64280,-66.32629,-3.55231,0.49475
3.64380,-66.32636,-3.55003,0.49443
3.64480,-66.32648,-3.55375,0.49495
3.64580,-66.32663,-3.56310,0.49625
3.64680,-66.32683,-3.57731,0.49822
3.64780,-66.32704,-3.59507,0.50069
3.64800,-66.32704,-3.59507,0.50069
3.64980,-66.32744,-3.63365,0.50606
3.65080,-66.32760,-3.65048,0.50840
3.65180,-66.32770,-3.66325,0.51018
3.65280,-66.32775,-3.67073,0.51122
3.65380,-66.32773,-3.67231,0.51144
3.65480,-66.32766,-3.66811,0.51085
3.65580,-66.32754,-3.65862,0.50954
3.65680,-66.32739,-3.64469,0.50760
3.65780,-66.32723,-3.62757,0.50522
3.65880,-66.32707,-3.60884,0.50261
3.65980,-66.32693,-3.59025,0.50002
3.66080,-66.32682,-3.57365,0.49771
3.66180,-66.32677,-3.56067,0.49591
3.66280,-66.32677,-3.55245,0.49476
3.66380,-66.32683,-3.54982,0.49439
3.66400,-66.32683,-3.54982,0.49439
3.66480,-66.32695,-3.55320,0.49486
3.66580,-66.32711,-3.56231,0.49613
3.66680,-66.32730,-3.57640,0.49809
3.66780,-66.32751,-3.59414,0.50056
3.66880,-66.32772,-3.61367,0.50327
3.66980,-66.32792,-3.63298,0.50596
3.67080,-66.32807,-3.65007,0.50834
3.67180,-66.32818,-3.66318,0.51016
3.67280,-66.32822,-3.67099,0.51125
3.67380,-66.32820,-3.67284,0.51151
3.67480,-66.32813,-3.66880,0.51094
3.67580,-66.32801,-3.65935,0.50963
3.67680,-66.32786,-3.64534,0.50768
3.67780,-66.32769,-3.62802,0.50527
3.67880,-66.32753,-3.60899,0.50262
3.67980,-66.32738,-3.58997,0.49998
3.68000,-66.32738,-3.58997,0.49998
3.68080,-66.32727,-3.57281,0.49759
3.68180,-66.32720,-3.55918,0.49569
3.68280,-66.32720,-3.55026,0.49445
3.68380,-66.32726,-3.54693,0.49398
3.68480,-66.32737,-3.54963,0.49436
3.68580,-66.32753,-3.55805,0.49553
3.68680,-66.32772,-3.57150,0.49740
3.68780,-66.32793,-3.58870,0.49979
3.68980,-66.32833,-3.62703,0.50512
3.69080,-66.32848,-3.64417,0.50751
3.69180,-66.32859,-3.65748,0.50936
3.69280,-66.32864,-3.66561,0.51049
3.69380,-66.32863,-3.66786,0.51081
3.69480,-66.32856,-3.66428,0.51031
3.69580,-66.32845,-3.65532,0.50906
3.69600,-66.32845,-3.65532,0.50906
3.69680,-66.32830,-3.64180,0.50718
3.69780,-66.32814,-3.62487,0.50483
3.69880,-66.32797,-3.60609,0.50221
3.69980,-66.32782,-3.58718,0.49958
3.70080,-66.32771,-3.57003,0.49719
3.70180,-66.32765,-3.55642,0.49530
3.70280,-66.32764,-3.54752,0.49406
3.70380,-66.32770,-3.54419,0.49360
3.70480,-66.32781,-3.54685,0.49396
3.70580,-66.32797,-3.55525,0.49513
3.70680,-66.32816,-3.56875,0.49701
3.70780,-66.32837,-3.58612,0.49943
3.70980,-66.32877,-3.62518,0.50486
3.71080,-66.32893,-3.64282,0.50731
3.71180,-66.32903,-3.65673,0.50925
3.71200,-66.32903,-3.65673,0.50925
3.71280,-66.32909,-3.66550,0.51047
3.71380,-66.32907,-3.66840,0.51087
3.71480,-66.32900,-3.66537,0.51045
3.71580,-66.32888,-3.65684,0.50927
3.71680,-66.32871,-3.64359,0.50742
3.71780,-66.32854,-3.62674,0.50508
3.71980,-66.32819,-3.58880,0.49980
3.72080,-66.32807,-3.57132,0.49737
3.72180,-66.32800,-3.55721,0.49540
3.72280,-66.32798,-3.54767,0.49408
3.72380,-66.32802,-3.54367,0.49352
3.72480,-66.32812,-3.54570,0.49380
3.72580,-66.32827,-3.55357,0.49489
3.72680,-66.32846,-3.56666,0.49671
3.72780,-66.32867,-3.58371,0.49909
3.72800,-66.32867,-3.58371,0.49909
3.72980,-66.32907,-3.62249,0.50448
3.73080,-66.32924,-3.64020,0.50694
3.73180,-66.32936,-3.65434,0.50891
3.73280,-66.32942,-3.66346,0.51018
3.73380,-66.32942,-3.66676,0.51064
3.73480,-66.32936,-3.66412,0.51027
3.73580,-66.32925,-3.65595,0.50914
3.73680,-66.32910,-3.64303,0.50734
3.73780,-66.32894,-3.62646,0.50503
3.73980,-66.32861,-3.58886,0.49980
3.74080,-66.32849,-3.57140,0.49737
3.74180,-66.32842,-3.55723,0.49540
3.74280,-66.32840,-3.54761,0.49406
3.74380,-66.32844,-3.54349,0.49349
3.74400,-66.32844,-3.54349,0.49349
3.74480,-66.32854,-3.54536,0.49375
3.74580,-66.32869,-3.55303,0.49481
3.74680,-66.32888,-3.56588,0.49660
3.74780,-66.32909,-3.58270,0.49894
3.74980,-66.32951,-3.62131,0.50431
3.75080,-66.32968,-3.63910,0.50678
3.75180,-66.32981,-3.65339,0.50877
3.75280,-66.32987,-3.66268,0.51007
3.75380,-66.32988,-3.66616,0.51055
3.75480,-66.32983,-3.66368,0.51020
3.75580,-66.32972,-3.65566,0.50909
3.75680,-66.32958,-3.64286,0.50731
3.75780,-66.32942,-3.62634,0.50501
3.75880,-66.32926,-3.60769,0.50242
3.75980,-66.32910,-3.58861,0.49976
3.76000,-66.32910,-3.58861,0.49976
3.76080,-66.32898,-3.57104,0.49732
3.76180,-66.32890,-3.55680,0.49533
3.76280,-66.32889,-3.54713,0.49399
3.76380,-66.32893,-3.54298,0.49341
3.76480,-66.32903,-3.54482,0.49366
3.76580,-66.32918,-3.55251,0.49473
3.76680,-66.32937,-3.56546,0.49653
3.76780,-66.32958,-3.58250,0.49890
3.76980,-66.33000,-3.62186,0.50438
3.77080,-66.33017,-3.64006,0.50691
3.77180,-66.33029,-3.65475,0.50895
3.77280,-66.33037,-3.66443,0.51030
3.77380,-66.33037,-3.66831,0.51084
3.77480,-66.33032,-3.66618,0.51054
3.77580,-66.33021,-3.65841,0.50947
3.77600,-66.33021,-3.65841,0.50947
3.77680,-66.33006,-3.64572,0.50770
3.77780,-66.32989,-3.62914,0.50539
3.77980,-66.32955,-3.59086,0.50007
3.78080,-66.32941,-3.57278,0.49755
3.78180,-66.32932,-3.55788,0.49548
3.78280,-66.32928,-3.54744,0.49403
3.78380,-66.32930,-3.54249,0.49334
3.78480,-66.32939,-3.54356,0.49348
3.78580,-66.32951,-3.55061,0.49446
3.78680,-66.32968,-3.56304,0.49619
3.78780,-66.32987,-3.57969,0.49851
3.78980,-66.33026,-3.61871,0.50394
3.79080,-66.33041,-3.63702,0.50648
3.79180,-66.33052,-3.65203,0.50857
3.79200,-66.33052,-3.65203,0.50857
3.79280,-66.33058,-3.66219,0.50999
3.79380,-66.33057,-3.66661,0.51060
3.79480,-66.33051,-3.66502,0.51038
3.79580,-66.33039,-3.65779,0.50938
3.79680,-66.33023,-3.64560,0.50768
3.79780,-66.33006,-3.62951,0.50544
3.79980,-66.32970,-3.59196,0.50022
3.80080,-66.32955,-3.57406,0.49773
3.80180,-66.32945,-3.55922,0.49566
3.80280,-66.32941,-3.54876,0.49421
3.80380,-66.32943,-3.54367,0.49350
3.80480,-66.32951,-3.54450,0.49361
3.80580,-66.32964,-3.55122,0.49455
3.80680,-66.32981,-3.56324,0.49622
3.80780,-66.33000,-3.57949,0.49848
3.80800,-66.33000,-3.57949,0.49848
3.80980,-66.33038,-3.61800,0.50384
3.81080,-66.33055,-3.63627,0.50638
3.81180,-66.33067,-3.65131,0.50847
3.81280,-66.33073,-3.66156,0.50990
3.81380,-66.33073,-3.66609,0.51053
3.81480,-66.33067,-3.66459,0.51032
3.81580,-66.33056,-3.65745,0.50933
3.81680,-66.33040,-3.64533,0.50764
3.81780,-66.33023,-3.62922,0.50540
3.81980,-66.32990,-3.59133,0.50013
3.82080,-66.32977,-3.57320,0.49761
3.82180,-66.32968,-3.55813,0.49551
3.82280,-66.32966,-3.54748,0.49403
3.82380,-66.32968,-3.54221,0.49329
3.82400,-66.32968,-3.54221,0.49329
3.82480,-66.32978,-3.54287,0.49338
3.82580,-66.32992,-3.54950,0.49430
3.82680,-66.33010,-3.56155,0.49598
3.82780,-66.33031,-3.57800,0.49827
3.82880,-66.33053,-3.59731,0.50095
3.82980,-66.33073,-3.61741,0.50375
3.83080,-66.33092,-3.63625,0.50637
3.83180,-66.33105,-3.65189,0.50854
3.83280,-66.33113,-3.66277,0.51006
3.83380,-66.33115,-3.66795,0.51078
3.83480,-66.33111,-3.66705,0.51066
3.83580,-66.33101,-3.66040,0.50973
3.83680,-66.33088,-3.64860,0.50809
3.83780,-66.33072,-3.63262,0.50587
3.83980,-66.33040,-3.59444,0.50055
3.84000,-66.33040,-3.59444,0.50055
3.84080,-66.33028,-3.57587,0.49797
3.84180,-66.33020,-3.56014,0.49578
3.84280,-66.33018,-3.54864,0.49418
3.84380,-66.33021,-3.54241,0.49331
3.84480,-66.33031,-3.54208,0.49326
3.84580,-66.33046,-3.54781,0.49406
3.84680,-66.33065,-3.55908,0.49563
3.84780,-66.33086,-3.57491,0.49783
3.84880,-66.33109,-3.59384,0.50046
3.84980,-66.33132,-3.61383,0.50324
3.85080,-66.33152,-3.63291,0.50589
3.85180,-66.33167,-3.64917,0.50816
3.85280,-66.33177,-3.66096,0.50980
3.85380,-66.33181,-3.66719,0.51066
3.85480,-66.33179,-3.66738,0.51069
3.85580,-66.33171,-3.66178,0.50991
3.85600,-66.33171,-3.66178,0.50991
3.85680,-66.33158,-3.65096,0.50841
3.85780,-66.33143,-3.63583,0.50630
3.85880,-66.33126,-3.61783,0.50380
3.85980,-66.33111,-3.59863,0.50113
3.86080,-66.33097,-3.58005,0.49854
3.86180,-66.33088,-3.56393,0.49630
3.86280,-66.33083,-3.55180,0.49461
3.86380,-66.33084,-3.54470,0.49362
3.86480,-66.33092,-3.54331,0.49343
3.86580,-66.33105,-3.54795,0.49407
3.86680,-66.33122,-3.55813,0.49549
3.86780,-66.33143,-3.57302,0.49756
3.86880,-66.33164,-3.59125,0.50009
3.86980,-66.33186,-3.61084,0.50282
3.87080,-66.33204,-3.62985,0.50546
