Text Inputs : Specimen label,"S1.104M_WoLS"
Notes : Specimen note 1,"Sheep cartilage, Medial, Without LS.

Bone cement hadn't fully hardened causing the bone to sink with compressive forces applied. Aborted test and waited."

Time,Extension,Load,True stress
(sec),(mm),(N),(MPa)
35.31200,-61.26046,-3.53095,0.48097
35.32800,-61.26067,-3.53335,0.48130
35.34400,-61.26087,-3.53580,0.48163
35.36000,-61.26107,-3.53623,0.48168
35.36880,-61.26119,-3.53528,0.48155
35.37600,-61.26128,-3.53433,0.48142
35.39200,-61.26148,-3.53341,0.48130
35.40800,-61.26168,-3.53188,0.48108
35.42400,-61.26189,-3.53368,0.48133
35.43080,-61.26197,-3.53374,0.48133
35.44000,-61.26208,-3.53367,0.48132
35.45600,-61.26229,-3.53550,0.48157
35.47200,-61.26249,-3.53494,0.48149
35.48800,-61.26269,-3.53377,0.48133
35.50400,-61.26290,-3.53153,0.48102
35.52000,-61.26310,-3.53686,0.48175
35.52480,-61.26317,-3.53652,0.48170
35.53600,-61.26330,-3.53412,0.48137
35.55200,-61.26351,-3.53486,0.48147
35.56800,-61.26371,-3.53490,0.48147
35.58400,-61.26391,-3.53536,0.48153
35.59980,-61.26412,-3.53398,0.48134
35.60000,-61.26412,-3.53398,0.48134
35.61600,-61.26432,-3.52995,0.48079
35.63200,-61.26452,-3.53326,0.48124
35.64800,-61.26473,-3.53681,0.48172
35.66400,-61.26493,-3.53574,0.48157
35.67780,-61.26511,-3.53648,0.48167
35.68000,-61.26513,-3.53651,0.48167
35.69600,-61.26533,-3.53293,0.48118
35.71200,-61.26553,-3.53304,0.48120
35.72800,-61.26574,-3.53471,0.48142
35.74400,-61.26594,-3.53575,0.48156
35.76000,-61.26614,-3.53538,0.48151
35.76280,-61.26618,-3.53500,0.48145
35.77600,-61.26635,-3.53313,0.48120
35.79200,-61.26655,-3.53278,0.48115
35.80800,-61.26675,-3.53404,0.48132
35.82400,-61.26696,-3.53457,0.48139
35.83280,-61.26707,-3.53332,0.48121
35.84000,-61.26716,-3.53397,0.48130
35.85600,-61.26736,-3.53280,0.48114
35.87200,-61.26757,-3.53229,0.48107
35.88800,-61.26777,-3.53300,0.48116
35.88880,-61.26778,-3.53278,0.48113
35.90400,-61.26797,-3.53674,0.48167
35.92000,-61.26817,-3.53678,0.48167
35.93600,-61.26837,-3.53617,0.48159
35.95200,-61.26857,-3.53816,0.48185
35.95280,-61.26859,-3.53772,0.48179
35.96800,-61.26894,-3.53510,0.48143
35.98400,-61.26934,-3.53759,0.48177
36.00000,-61.26974,-3.53890,0.48194
36.01600,-61.27015,-3.53852,0.48188
36.03200,-61.27055,-3.53692,0.48166
36.04800,-61.27080,-3.54090,0.48220
36.05680,-61.27092,-3.53821,0.48183
36.06400,-61.27101,-3.53529,0.48143
36.08000,-61.27121,-3.53816,0.48182
36.09600,-61.27141,-3.54060,0.48215
36.10880,-61.27158,-3.53491,0.48137
36.11200,-61.27161,-3.53481,0.48136
36.12800,-61.27181,-3.53983,0.48204
36.14400,-61.27187,-3.54559,0.48283
36.16000,-61.27177,-3.54350,0.48254
36.17600,-61.27169,-3.53459,0.48133
36.19080,-61.27170,-3.53090,0.48083
36.19200,-61.27171,-3.53082,0.48082
36.20800,-61.27200,-3.53613,0.48153
36.22400,-61.27231,-3.53977,0.48203
36.24000,-61.27261,-3.54260,0.48241
36.25600,-61.27288,-3.54508,0.48274
36.27200,-61.27308,-3.53851,0.48185
36.28080,-61.27319,-3.53296,0.48109
36.28800,-61.27328,-3.53056,0.48076
36.30400,-61.27349,-3.52966,0.48064
36.32000,-61.27369,-3.52950,0.48061
36.32080,-61.27370,-3.52985,0.48066
36.33600,-61.27396,-3.53256,0.48102
36.35200,-61.27436,-3.53648,0.48155
36.36800,-61.27477,-3.53863,0.48184
36.38400,-61.27518,-3.53601,0.48148
36.39080,-61.27535,-3.53546,0.48140
36.40000,-61.27558,-3.53791,0.48173
36.41600,-61.27591,-3.54062,0.48210
36.43200,-61.27600,-3.54560,0.48277
36.44800,-61.27590,-3.54631,0.48287
36.46400,-61.27580,-3.54666,0.48292
36.48000,-61.27570,-3.54078,0.48212
36.49600,-61.27563,-3.53174,0.48089
36.51200,-61.27572,-3.53485,0.48131
36.52800,-61.27582,-3.54191,0.48227
36.54400,-61.27592,-3.54501,0.48270
36.55780,-61.27601,-3.54278,0.48239
36.56000,-61.27602,-3.54218,0.48231
36.57600,-61.27623,-3.53178,0.48089
36.57980,-61.27634,-3.53036,0.48070
36.59200,-61.27672,-3.52851,0.48044
36.60800,-61.27722,-3.53378,0.48115
36.62400,-61.27768,-3.54288,0.48238
36.64000,-61.27785,-3.54774,0.48304
36.65600,-61.27794,-3.54177,0.48223
36.67200,-61.27805,-3.54102,0.48213
36.68800,-61.27815,-3.54449,0.48260
36.70400,-61.27825,-3.54607,0.48281
36.70980,-61.27829,-3.54257,0.48233
36.72000,-61.27835,-3.53501,0.48130
36.73080,-61.27850,-3.52947,0.48055
36.73600,-61.27863,-3.53004,0.48062
36.75200,-61.27903,-3.53842,0.48176
36.76800,-61.27934,-3.54430,0.48256
36.78400,-61.27954,-3.53819,0.48172
36.80000,-61.27975,-3.53589,0.48141
36.81600,-61.27995,-3.54377,0.48248
36.83200,-61.28015,-3.54725,0.48295
36.84780,-61.28025,-3.53524,0.48131
36.84800,-61.28025,-3.53524,0.48131
36.86400,-61.28044,-3.53255,0.48094
36.88000,-61.28064,-3.54114,0.48211
36.89600,-61.28084,-3.54441,0.48255
36.91200,-61.28105,-3.53892,0.48180
36.92800,-61.28125,-3.53775,0.48164
36.94400,-61.28145,-3.54045,0.48201
36.96000,-61.28166,-3.53969,0.48190
36.96680,-61.28174,-3.53622,0.48143
36.97600,-61.28186,-3.53370,0.48108
36.98980,-61.28204,-3.52862,0.48039
36.99200,-61.28206,-3.52887,0.48042
37.00800,-61.28226,-3.52889,0.48042
37.02400,-61.28247,-3.53518,0.48128
37.04000,-61.28266,-3.53843,0.48172
37.05600,-61.28287,-3.54052,0.48200
37.07200,-61.28307,-3.54031,0.48197
37.08800,-61.28324,-3.54602,0.48274
37.10400,-61.28333,-3.54063,0.48201
37.10780,-61.28336,-3.53627,0.48141
37.12000,-61.28343,-3.53010,0.48057
37.13600,-61.28363,-3.53588,0.48136
37.15080,-61.28382,-3.53466,0.48119
37.15200,-61.28383,-3.53468,0.48119
37.16800,-61.28404,-3.53843,0.48170
37.17080,-61.28407,-3.54156,0.48212
37.17880,-61.28413,-3.53698,0.48150
37.18400,-61.28421,-3.53597,0.48136
37.20000,-61.28451,-3.53562,0.48131
37.21600,-61.28482,-3.54073,0.48200
37.23080,-61.28510,-3.53564,0.48131
37.23200,-61.28512,-3.53519,0.48124
37.24800,-61.28537,-3.53748,0.48155
37.26400,-61.28558,-3.53476,0.48118
37.28000,-61.28578,-3.53536,0.48126
37.29600,-61.28589,-3.53997,0.48188
37.31200,-61.28589,-3.53458,0.48115
37.32800,-61.28589,-3.54089,0.48201
37.34400,-61.28589,-3.53762,0.48157
37.34780,-61.28590,-3.53399,0.48107
37.36000,-61.28618,-3.53375,0.48104
37.37600,-61.28649,-3.54160,0.48210
37.39200,-61.28672,-3.54048,0.48194
37.40800,-61.28703,-3.53797,0.48160
37.41180,-61.28710,-3.53454,0.48113
37.42400,-61.28733,-3.53765,0.48155
37.44000,-61.28760,-3.53642,0.48138
37.45600,-61.28776,-3.53939,0.48178
37.47200,-61.28786,-3.53532,0.48123
37.48800,-61.28792,-3.53851,0.48166
37.49980,-61.28792,-3.53167,0.48073
37.50400,-61.28796,-3.53088,0.48062
37.52000,-61.28817,-3.53587,0.48130
37.53600,-61.28837,-3.53625,0.48135
37.55200,-61.28857,-3.53392,0.48103
37.56800,-61.28877,-3.54279,0.48223
37.58400,-61.28897,-3.54344,0.48232
37.60000,-61.28918,-3.54266,0.48221
37.61600,-61.28938,-3.54051,0.48192
37.63200,-61.28952,-3.53981,0.48182
37.64800,-61.28961,-3.53969,0.48180
37.66280,-61.28971,-3.53481,0.48114
37.66400,-61.28971,-3.53400,0.48103
37.68000,-61.28982,-3.52534,0.47985
37.69600,-61.28992,-3.53262,0.48083
37.70580,-61.28998,-3.53188,0.48073
37.71200,-61.29002,-3.53224,0.48078
37.72800,-61.29013,-3.53418,0.48104
37.74400,-61.29032,-3.53826,0.48160
37.76000,-61.29053,-3.53551,0.48122
37.77600,-61.29073,-3.53799,0.48156
37.78980,-61.29091,-3.53695,0.48141
37.79200,-61.29093,-3.53636,0.48133
37.80800,-61.29114,-3.53653,0.48135
37.82400,-61.29137,-3.53261,0.48082
37.84000,-61.29167,-3.53518,0.48116
37.85600,-61.29198,-3.53906,0.48169
37.86080,-61.29207,-3.53662,0.48135
37.87200,-61.29228,-3.53213,0.48074
37.88800,-61.29258,-3.54099,0.48194
37.90400,-61.29289,-3.53640,0.48131
37.92000,-61.29319,-3.53974,0.48176
37.93600,-61.29350,-3.53556,0.48119
37.95200,-61.29378,-3.53889,0.48164
37.96280,-61.29388,-3.53927,0.48169
37.96800,-61.29391,-3.53549,0.48118
37.98400,-61.29401,-3.53209,0.48071
38.00000,-61.29411,-3.54050,0.48186
38.01600,-61.29422,-3.54529,0.48251
38.03200,-61.29432,-3.54576,0.48257
38.04800,-61.29442,-3.54082,0.48189
38.06400,-61.29452,-3.53672,0.48134
38.07580,-61.29460,-3.53430,0.48100
38.08000,-61.29462,-3.53472,0.48106
38.09600,-61.29472,-3.53468,0.48106
38.11200,-61.29483,-3.53268,0.48078
38.12800,-61.29493,-3.53592,0.48122
38.14400,-61.29503,-3.53757,0.48144
38.15080,-61.29507,-3.53475,0.48106
38.16000,-61.29513,-3.53133,0.48059
38.17600,-61.29542,-3.52599,0.47986
38.19200,-61.29582,-3.53502,0.48109
38.20800,-61.29623,-3.53740,0.48141
38.20880,-61.29626,-3.53722,0.48138
38.22400,-61.29664,-3.53729,0.48139
38.24000,-61.29704,-3.53736,0.48139
38.25600,-61.29726,-3.53651,0.48127
38.27200,-61.29746,-3.53545,0.48113
38.28800,-61.29763,-3.53810,0.48148
38.30400,-61.29773,-3.53826,0.48150
38.31480,-61.29780,-3.53418,0.48095
38.32000,-61.29784,-3.53348,0.48085
38.33600,-61.29793,-3.53133,0.48056
38.35200,-61.29804,-3.53233,0.48069
38.36800,-61.29814,-3.53451,0.48099
38.38400,-61.29824,-3.53579,0.48116
38.39380,-61.29830,-3.53492,0.48104
38.40000,-61.29834,-3.53485,0.48103
38.41600,-61.29845,-3.53276,0.48075
38.43200,-61.29854,-3.53154,0.48058
38.44800,-61.29865,-3.53484,0.48103
38.46400,-61.29875,-3.53412,0.48093
38.48000,-61.29885,-3.53351,0.48085
38.49600,-61.29895,-3.53251,0.48071
38.51080,-61.29905,-3.53136,0.48055
38.51200,-61.29906,-3.53115,0.48052
38.52800,-61.29922,-3.52848,0.48016
38.54400,-61.29942,-3.53053,0.48043
38.56000,-61.29963,-3.53216,0.48065
38.57600,-61.29982,-3.53151,0.48056
38.58180,-61.29990,-3.53079,0.48046
38.59200,-61.30003,-3.52893,0.48021
38.60800,-61.30023,-3.52913,0.48023
38.62400,-61.30043,-3.53418,0.48092
38.64000,-61.30064,-3.53512,0.48104
38.65600,-61.30084,-3.53235,0.48066
38.67200,-61.30104,-3.53169,0.48057
38.67880,-61.30113,-3.53079,0.48045
38.68800,-61.30125,-3.53018,0.48036
38.70400,-61.30145,-3.53265,0.48070
38.72000,-61.30165,-3.53271,0.48070
38.73600,-61.30186,-3.53252,0.48067
38.75200,-61.30206,-3.53069,0.48042
38.76800,-61.30226,-3.53111,0.48048
38.78400,-61.30247,-3.53182,0.48057
38.78780,-61.30251,-3.53155,0.48053
38.80000,-61.30267,-3.52991,0.48031
38.81600,-61.30287,-3.52919,0.48021
38.83200,-61.30307,-3.52939,0.48023
38.84800,-61.30327,-3.53113,0.48047
38.86400,-61.30348,-3.53170,0.48054
38.87980,-61.30368,-3.53073,0.48041
38.88000,-61.30368,-3.53073,0.48041
38.89600,-61.30388,-3.53098,0.48044
38.91200,-61.30408,-3.53003,0.48031
38.92800,-61.30429,-3.53212,0.48059
38.94400,-61.30449,-3.53040,0.48035
38.95980,-61.30469,-3.53054,0.48037
38.96000,-61.30469,-3.53054,0.48037
38.97600,-61.30490,-3.52957,0.48023
38.99200,-61.30510,-3.53151,0.48049
39.00800,-61.30530,-3.53005,0.48029
39.02400,-61.30551,-3.52970,0.48024
39.04000,-61.30571,-3.53252,0.48062
39.04180,-61.30573,-3.53271,0.48065
39.05600,-61.30591,-3.53253,0.48062
39.07200,-61.30611,-3.53152,0.48048
39.08800,-61.30631,-3.53354,0.48076
39.10400,-61.30652,-3.53118,0.48043
39.11780,-61.30669,-3.53244,0.48060
39.12000,-61.30672,-3.53281,0.48065
39.13600,-61.30692,-3.53378,0.48078
39.15200,-61.30713,-3.53414,0.48083
39.16800,-61.30733,-3.53319,0.48070
39.18400,-61.30753,-3.53185,0.48051
39.20000,-61.30774,-3.53202,0.48053
39.21600,-61.30794,-3.53149,0.48046
39.22680,-61.30808,-3.53020,0.48028
39.23200,-61.30814,-3.52980,0.48023
39.24800,-61.30835,-3.52878,0.48008
39.26400,-61.30855,-3.53031,0.48029
39.28000,-61.30875,-3.53176,0.48048
39.29600,-61.30896,-3.53215,0.48053
39.31080,-61.30915,-3.53187,0.48049
39.31200,-61.30915,-3.53187,0.48049
39.32800,-61.30936,-3.53154,0.48045
39.34400,-61.30955,-3.53400,0.48078
39.36000,-61.30966,-3.53171,0.48047
39.37600,-61.30976,-3.53083,0.48034
39.38180,-61.30980,-3.53032,0.48027
39.39200,-61.30986,-3.53164,0.48045
39.40800,-61.30996,-3.53373,0.48074
39.42400,-61.31006,-3.53352,0.48071
39.44000,-61.31016,-3.53202,0.48050
39.45600,-61.31027,-3.53279,0.48060
39.47200,-61.31037,-3.53313,0.48065
39.48580,-61.31046,-3.53218,0.48052
39.48800,-61.31047,-3.53178,0.48047
39.50400,-61.31057,-3.53080,0.48033
39.52000,-61.31067,-3.53197,0.48049
39.53600,-61.31077,-3.53277,0.48060
39.55200,-61.31087,-3.53214,0.48051
39.56800,-61.31098,-3.53307,0.48063
39.58180,-61.31106,-3.53329,0.48066
39.58400,-61.31107,-3.53311,0.48064
39.60000,-61.31118,-3.53210,0.48050
39.61600,-61.31132,-3.53150,0.48042
39.63200,-61.31153,-3.53178,0.48045
39.64800,-61.31173,-3.53245,0.48054
39.66400,-61.31193,-3.53221,0.48051
39.66980,-61.31201,-3.53099,0.48034
39.68000,-61.31214,-3.52917,0.48009
39.69600,-61.31234,-3.53213,0.48049
39.71200,-61.31254,-3.53430,0.48078
39.72800,-61.31275,-3.53407,0.48075
39.74400,-61.31295,-3.53346,0.48066
39.76000,-61.31315,-3.53246,0.48052
39.76480,-61.31321,-3.53129,0.48036
39.77600,-61.31335,-3.52949,0.48012
39.79200,-61.31355,-3.52866,0.48000
39.80800,-61.31376,-3.53154,0.48039
39.82400,-61.31396,-3.53339,0.48064
39.84000,-61.31416,-3.53348,0.48065
39.85600,-61.31437,-3.53186,0.48043
39.86280,-61.31446,-3.53148,0.48037
39.87200,-61.31457,-3.53086,0.48029
39.88800,-61.31477,-3.53186,0.48042
39.90400,-61.31498,-3.53175,0.48041
39.92000,-61.31518,-3.53042,0.48022
39.93600,-61.31538,-3.53173,0.48040
39.95200,-61.31559,-3.53269,0.48052
39.96380,-61.31574,-3.53242,0.48049
39.96800,-61.31579,-3.53166,0.48038
39.98400,-61.31599,-3.53009,0.48017
40.00000,-61.31619,-3.53048,0.48022
40.01600,-61.31640,-3.53055,0.48022
40.03200,-61.31659,-3.52958,0.48009
40.04800,-61.31680,-3.53089,0.48027
40.04880,-61.31681,-3.53098,0.48028
40.06400,-61.31700,-3.53078,0.48025
40.08000,-61.31720,-3.53078,0.48025
40.09600,-61.31741,-3.53020,0.48016
40.11200,-61.31761,-3.53108,0.48028
40.12800,-61.31781,-3.53089,0.48025
40.13480,-61.31791,-3.53116,0.48029
40.14400,-61.31802,-3.53161,0.48035
40.16000,-61.31822,-3.53125,0.48030
40.17600,-61.31842,-3.53165,0.48035
40.19200,-61.31863,-3.53258,0.48047
40.20800,-61.31883,-3.53176,0.48036
40.22280,-61.31902,-3.53108,0.48026
40.22400,-61.31903,-3.53106,0.48026
40.24000,-61.31924,-3.53128,0.48029
40.25600,-61.31944,-3.53158,0.48033
40.27200,-61.31964,-3.53309,0.48053
40.28800,-61.31984,-3.53154,0.48032
40.30400,-61.32000,-3.53617,0.48094
40.32000,-61.32010,-3.53658,0.48100
40.32380,-61.32013,-3.53463,0.48073
40.33600,-61.32021,-3.52979,0.48007
40.35200,-61.32031,-3.53123,0.48027
40.36800,-61.32040,-3.53566,0.48087
40.37980,-61.32048,-3.53310,0.48052
40.38400,-61.32051,-3.53244,0.48043
40.40000,-61.32061,-3.53084,0.48021
40.41600,-61.32071,-3.53574,0.48088
40.43200,-61.32081,-3.53656,0.48099
40.44800,-61.32092,-3.53604,0.48092
40.46400,-61.32101,-3.53518,0.48080
40.48000,-61.32112,-3.53485,0.48075
40.49380,-61.32120,-3.53447,0.48070
40.49600,-61.32122,-3.53422,0.48066
40.51200,-61.32132,-3.53191,0.48035
40.52800,-61.32142,-3.53289,0.48048
40.54400,-61.32153,-3.53337,0.48054
40.56000,-61.32162,-3.53454,0.48070
40.57080,-61.32174,-3.53224,0.48039
40.57600,-61.32183,-3.53190,0.48034
40.59200,-61.32213,-3.53150,0.48028
40.60800,-61.32244,-3.53383,0.48059
40.62400,-61.32274,-3.53412,0.48063
40.64000,-61.32305,-3.53261,0.48042
40.65600,-61.32335,-3.53328,0.48051
40.67200,-61.32366,-3.53130,0.48024
40.67380,-61.32370,-3.53118,0.48022
40.68800,-61.32396,-3.53089,0.48018
40.70400,-61.32427,-3.53360,0.48054
40.72000,-61.32457,-3.53497,0.48072
40.73600,-61.32480,-3.53423,0.48062
40.75200,-61.32500,-3.53161,0.48026
40.76800,-61.32520,-3.53215,0.48033
40.76880,-61.32522,-3.53218,0.48034
40.78400,-61.32541,-3.53259,0.48039
40.80000,-61.32558,-3.53628,0.48089
40.81600,-61.32569,-3.53463,0.48066
40.83200,-61.32579,-3.53433,0.48062
40.84800,-61.32589,-3.53389,0.48056
40.86400,-61.32599,-3.53390,0.48056
40.86680,-61.32601,-3.53342,0.48050
40.88000,-61.32610,-3.53336,0.48049
40.89600,-61.32619,-3.53232,0.48034
40.91200,-61.32630,-3.53297,0.48043
40.92800,-61.32640,-3.53509,0.48072
40.94400,-61.32650,-3.53546,0.48077
40.95280,-61.32655,-3.53480,0.48068
40.96000,-61.32660,-3.53391,0.48055
40.97600,-61.32670,-3.53550,0.48077
40.99200,-61.32680,-3.53563,0.48079
41.00800,-61.32690,-3.53424,0.48060
41.02400,-61.32701,-3.53452,0.48063
41.04000,-61.32710,-3.53561,0.48078
41.05600,-61.32721,-3.53444,0.48062
41.06280,-61.32726,-3.53308,0.48043
41.07200,-61.32731,-3.53239,0.48034
41.08800,-61.32741,-3.53123,0.48018
41.10400,-61.32751,-3.53104,0.48015
41.12000,-61.32768,-3.53080,0.48012
41.13600,-61.32789,-3.53213,0.48030
41.15200,-61.32809,-3.53382,0.48052
41.16080,-61.32821,-3.53418,0.48057
41.16800,-61.32829,-3.53424,0.48058
41.18400,-61.32849,-3.53109,0.48015
41.20000,-61.32870,-3.53197,0.48026
41.21600,-61.32890,-3.53244,0.48033
41.23200,-61.32910,-3.53217,0.48029
41.24580,-61.32928,-3.53111,0.48014
41.24800,-61.32931,-3.53091,0.48011
41.26400,-61.32951,-3.53012,0.48000
41.28000,-61.32971,-3.53134,0.48017
41.29600,-61.32992,-3.53123,0.48015
41.31200,-61.33012,-3.53145,0.48018
41.32800,-61.33032,-3.53115,0.48013
41.34400,-61.33052,-3.53311,0.48040
41.34880,-61.33059,-3.53279,0.48035
41.36000,-61.33072,-3.53218,0.48027
41.37600,-61.33093,-3.53120,0.48013
41.39200,-61.33113,-3.53261,0.48032
41.40800,-61.33133,-3.53317,0.48040
41.42400,-61.33154,-3.53176,0.48020
41.44000,-61.33174,-3.53150,0.48016
41.45180,-61.33189,-3.53125,0.48013
41.45600,-61.33194,-3.53203,0.48023
41.47200,-61.33215,-3.53032,0.48000
41.48800,-61.33235,-3.53169,0.48018
41.50400,-61.33255,-3.53278,0.48033
41.52000,-61.33276,-3.53423,0.48052
41.53600,-61.33296,-3.53344,0.48041
41.54380,-61.33306,-3.53296,0.48035
41.55200,-61.33316,-3.53281,0.48032
41.56800,-61.33336,-3.53420,0.48051
41.58400,-61.33356,-3.53318,0.48037
41.60000,-61.33377,-3.53237,0.48026
41.61600,-61.33397,-3.53150,0.48014
41.63200,-61.33417,-3.52987,0.47991
41.63280,-61.33419,-3.53002,0.47993
41.64800,-61.33438,-3.53131,0.48010
41.66400,-61.33458,-3.53396,0.48046
41.68000,-61.33476,-3.53570,0.48070
41.69600,-61.33487,-3.53544,0.48066
41.71200,-61.33497,-3.53444,0.48052
41.72800,-61.33507,-3.53451,0.48053
41.74080,-61.33515,-3.53263,0.48027
41.74400,-61.33517,-3.53279,0.48030
41.76000,-61.33527,-3.53307,0.48033
41.77600,-61.33537,-3.53322,0.48035
41.79200,-61.33547,-3.53265,0.48027
41.80800,-61.33558,-3.53411,0.48047
41.82400,-61.33567,-3.53271,0.48028
41.82480,-61.33568,-3.53248,0.48025
41.84000,-61.33578,-3.53243,0.48024
41.85600,-61.33588,-3.53533,0.48063
41.87200,-61.33598,-3.53857,0.48107
41.88800,-61.33608,-3.53722,0.48089
41.90400,-61.33619,-3.53487,0.48057
41.91580,-61.33626,-3.53325,0.48034
41.92000,-61.33628,-3.53319,0.48034
41.93600,-61.33639,-3.53244,0.48023
41.95200,-61.33651,-3.53325,0.48034
41.96800,-61.33672,-3.53506,0.48059
41.98400,-61.33692,-3.53647,0.48077
41.99580,-61.33707,-3.53626,0.48074
42.00000,-61.33712,-3.53578,0.48068
42.01600,-61.33733,-3.53599,0.48070
42.03200,-61.33753,-3.53692,0.48083
42.04800,-61.33773,-3.53691,0.48082
42.06400,-61.33794,-3.53664,0.48079
42.08000,-61.33813,-3.53676,0.48080
42.08380,-61.33819,-3.53474,0.48052
42.09600,-61.33834,-3.53758,0.48091
42.11200,-61.33854,-3.53624,0.48072
42.12800,-61.33874,-3.53985,0.48121
42.14400,-61.33895,-3.53955,0.48117
42.16000,-61.33915,-3.53628,0.48072
42.17600,-61.33935,-3.53581,0.48065
42.17680,-61.33937,-3.53565,0.48063
42.19200,-61.33956,-3.53696,0.48081
42.20800,-61.33976,-3.53869,0.48104
42.22400,-61.33996,-3.53941,0.48114
42.24000,-61.34017,-3.53902,0.48108
42.25600,-61.34037,-3.53671,0.48076
42.27200,-61.34057,-3.53295,0.48025
42.28680,-61.34076,-3.53517,0.48055
42.28800,-61.34078,-3.53513,0.48054
42.30400,-61.34098,-3.53607,0.48067
42.32000,-61.34118,-3.53473,0.48049
42.33600,-61.34138,-3.53938,0.48111
42.35200,-61.34158,-3.53965,0.48115
42.36800,-61.34178,-3.53801,0.48092
42.37380,-61.34186,-3.53642,0.48071
42.38400,-61.34199,-3.53738,0.48084
42.40000,-61.34219,-3.53914,0.48107
42.41600,-61.34224,-3.53758,0.48086
42.43200,-61.34224,-3.53878,0.48102
42.44800,-61.34224,-3.53889,0.48104
42.46400,-61.34224,-3.53722,0.48081
42.48000,-61.34224,-3.53627,0.48068
42.49600,-61.34224,-3.53433,0.48042
42.49880,-61.34224,-3.53392,0.48036
42.51200,-61.34224,-3.53561,0.48059
42.52800,-61.34237,-3.53578,0.48061
42.54400,-61.34258,-3.53536,0.48055
42.56000,-61.34278,-3.53600,0.48064
42.57600,-61.34298,-3.53801,0.48091
42.59200,-61.34319,-3.53939,0.48109
42.60180,-61.34331,-3.53848,0.48097
42.60800,-61.34339,-3.53808,0.48091
42.62400,-61.34359,-3.53256,0.48016
42.64000,-61.34380,-3.53457,0.48043
42.65600,-61.34400,-3.53518,0.48051
42.67200,-61.34420,-3.53533,0.48053
42.68800,-61.34441,-3.53785,0.48087
42.70380,-61.34460,-3.53694,0.48074
42.70400,-61.34460,-3.53694,0.48074
42.72000,-61.34481,-3.53586,0.48059
42.73600,-61.34501,-3.53686,0.48073
42.75200,-61.34521,-3.53584,0.48059
42.76800,-61.34542,-3.53501,0.48047
42.78400,-61.34562,-3.53338,0.48025
42.78680,-61.34566,-3.53242,0.48012
42.80000,-61.34582,-3.53174,0.48002
42.81600,-61.34603,-3.53526,0.48050
42.83200,-61.34623,-3.53767,0.48082
42.84800,-61.34643,-3.53565,0.48054
42.86400,-61.34664,-3.53504,0.48046
42.87580,-61.34679,-3.53365,0.48027
42.88000,-61.34684,-3.53361,0.48026
42.89600,-61.34704,-3.53534,0.48049
42.91200,-61.34725,-3.53469,0.48040
42.92800,-61.34745,-3.53819,0.48088
42.94400,-61.34765,-3.53847,0.48091
42.96000,-61.34785,-3.53607,0.48058
42.97600,-61.34791,-3.53732,0.48075
42.99200,-61.34791,-3.53891,0.48097
42.99680,-61.34791,-3.53701,0.48071
43.00800,-61.34791,-3.53550,0.48051
43.02400,-61.34791,-3.53668,0.48067
43.03280,-61.34793,-3.53060,0.47984
43.04000,-61.34802,-3.53210,0.48004
43.05600,-61.34822,-3.54138,0.48130
43.07200,-61.34842,-3.53902,0.48098
43.08800,-61.34862,-3.53616,0.48059
43.10400,-61.34883,-3.54173,0.48134
43.12000,-61.34903,-3.54710,0.48207
43.13600,-61.34917,-3.54591,0.48191
43.15200,-61.34927,-3.53636,0.48061
43.16800,-61.34937,-3.53141,0.47993
43.18400,-61.34947,-3.53464,0.48037
43.18780,-61.34950,-3.53436,0.48033
43.20000,-61.34957,-3.53437,0.48033
43.21600,-61.34967,-3.53089,0.47986
43.23200,-61.34982,-3.53130,0.47991
43.24380,-61.34997,-3.53099,0.47987
43.24800,-61.35004,-3.53203,0.48001
43.26400,-61.35034,-3.53515,0.48043
43.28000,-61.35065,-3.53814,0.48083
43.29600,-61.35095,-3.54205,0.48136
43.31200,-61.35126,-3.54064,0.48116
43.32800,-61.35156,-3.53538,0.48044
43.33280,-61.35165,-3.53230,0.48002
43.34400,-61.35186,-3.53076,0.47981
43.36000,-61.35216,-3.53508,0.48040
43.37600,-61.35226,-3.54016,0.48108
43.39200,-61.35226,-3.53590,0.48051
43.40800,-61.35226,-3.53584,0.48050
43.42400,-61.35226,-3.53393,0.48024
43.43680,-61.35226,-3.53293,0.48010
43.44000,-61.35226,-3.53407,0.48026
43.45600,-61.35226,-3.53816,0.48081
43.47200,-61.35226,-3.54415,0.48163
43.48800,-61.35226,-3.54270,0.48143
43.50400,-61.35243,-3.53879,0.48090
43.52000,-61.35274,-3.53809,0.48080
43.52780,-61.35289,-3.53354,0.48018
43.53600,-61.35304,-3.53769,0.48074
43.53680,-61.35306,-3.53795,0.48077
43.55200,-61.35332,-3.54201,0.48132
43.56800,-61.35352,-3.53775,0.48074
43.58400,-61.35361,-3.54005,0.48105
43.58580,-61.35361,-3.53963,0.48100
43.60000,-61.35361,-3.53573,0.48047
43.61600,-61.35361,-3.54332,0.48150
43.62680,-61.35365,-3.53372,0.48019
43.63200,-61.35380,-3.53491,0.48035
43.63580,-61.35393,-3.54005,0.48105
43.64800,-61.35399,-3.54176,0.48128
43.65280,-61.35401,-3.53409,0.48024
43.65680,-61.35413,-3.52801,0.47941
43.66400,-61.35448,-3.52699,0.47927
43.66980,-61.35477,-3.53420,0.48024
43.67480,-61.35490,-3.54430,0.48162
43.68000,-61.35487,-3.55178,0.48263
43.69280,-61.35448,-3.54483,0.48169
43.69600,-61.35447,-3.53877,0.48087
43.69680,-61.35447,-3.53690,0.48061
