Text Inputs : Specimen label,"S1.104M_WoLS"
Notes : Specimen note 1,"Sheep cartilage, Medial, Without LS.

Bone cement hadn't fully hardened causing the bone to sink with compressive forces applied. Aborted test and waited."

Time,Extension,Load,True stress
(sec),(mm),(N),(MPa)
43.71180,-61.35504,-3.53803,0.48076
43.71200,-61.35504,-3.53803,0.48076
43.71680,-61.35513,-3.54747,0.48204
43.72800,-61.35491,-3.55259,0.48274
43.73280,-61.35479,-3.54736,0.48203
43.74180,-61.35479,-3.53551,0.48042
43.74400,-61.35485,-3.53231,0.47999
43.76000,-61.35553,-3.53692,0.48060
43.76180,-61.35557,-3.54004,0.48103
43.77380,-61.35549,-3.54031,0.48106
43.77600,-61.35548,-3.53747,0.48068
43.77880,-61.35551,-3.53399,0.48021
43.79200,-61.35599,-3.53495,0.48033
43.79380,-61.35606,-3.53825,0.48078
43.79880,-61.35612,-3.54732,0.48201
43.80800,-61.35593,-3.55407,0.48293
43.81280,-61.35581,-3.54781,0.48208
43.81780,-61.35578,-3.53934,0.48093
43.82400,-61.35594,-3.53193,0.47992
43.83680,-61.35639,-3.54203,0.48129
43.84000,-61.35641,-3.54710,0.48198
43.84280,-61.35637,-3.55168,0.48260
43.85480,-61.35601,-3.55008,0.48239
43.85600,-61.35598,-3.54830,0.48215
43.85880,-61.35594,-3.54219,0.48132
43.86380,-61.35601,-3.53225,0.47996
43.87200,-61.35642,-3.52641,0.47917
43.87980,-61.35688,-3.53541,0.48038
43.88480,-61.35701,-3.54459,0.48163
43.88800,-61.35701,-3.54968,0.48232
43.90400,-61.35654,-3.55264,0.48273
43.90680,-61.35648,-3.54781,0.48207
43.91280,-61.35654,-3.53660,0.48055
43.92000,-61.35686,-3.52693,0.47923
43.93600,-61.35767,-3.52765,0.47932
43.95200,-61.35800,-3.54827,0.48212
43.95980,-61.35795,-3.55532,0.48307
43.96800,-61.35782,-3.55923,0.48361
43.98400,-61.35751,-3.56107,0.48386
44.00000,-61.35721,-3.54579,0.48179
44.00780,-61.35713,-3.53486,0.48030
44.01580,-61.35736,-3.52293,0.47868
44.01600,-61.35736,-3.52293,0.47868
44.03200,-61.35816,-3.51572,0.47769
44.04800,-61.35882,-3.54044,0.48104
44.04880,-61.35883,-3.54255,0.48133
44.06280,-61.35843,-3.56178,0.48395
44.06400,-61.35839,-3.56181,0.48395
44.07180,-61.35809,-3.55462,0.48298
44.07680,-61.35803,-3.54399,0.48153
44.08000,-61.35806,-3.53759,0.48066
44.08180,-61.35812,-3.53373,0.48014
44.09600,-61.35888,-3.52256,0.47861
44.11200,-61.35973,-3.53324,0.48005
44.11780,-61.35986,-3.54417,0.48154
44.12480,-61.35973,-3.55648,0.48321
44.12800,-61.35960,-3.56024,0.48372
44.14080,-61.35904,-3.55462,0.48297
44.14400,-61.35898,-3.54950,0.48227
44.14680,-61.35898,-3.54338,0.48144
44.16000,-61.35942,-3.53784,0.48068
44.16180,-61.35947,-3.54059,0.48105
44.17600,-61.35945,-3.53870,0.48080
44.17680,-61.35945,-3.53749,0.48063
44.19080,-61.35967,-3.54398,0.48151
44.19200,-61.35967,-3.54542,0.48171
44.20580,-61.35943,-3.54222,0.48128
44.20800,-61.35943,-3.54082,0.48108
44.22400,-61.35953,-3.54146,0.48117
44.24000,-61.35963,-3.53721,0.48059
44.25600,-61.35980,-3.54131,0.48115
44.27200,-61.36001,-3.54099,0.48110
44.28800,-61.36021,-3.53730,0.48060
44.30400,-61.36041,-3.53555,0.48036
44.32000,-61.36062,-3.54034,0.48101
44.32980,-61.36074,-3.53501,0.48028
44.33600,-61.36081,-3.53462,0.48023
44.35200,-61.36102,-3.53880,0.48079
44.36800,-61.36122,-3.53465,0.48022
44.38400,-61.36138,-3.54219,0.48125
44.40000,-61.36138,-3.53877,0.48078
44.41600,-61.36138,-3.53887,0.48080
44.43200,-61.36138,-3.53472,0.48023
44.43380,-61.36138,-3.53444,0.48019
44.44800,-61.36138,-3.53739,0.48059
44.46400,-61.36155,-3.53588,0.48039
44.48000,-61.36176,-3.53205,0.47987
44.49600,-61.36215,-3.53599,0.48040
44.51180,-61.36235,-3.53692,0.48052
44.51200,-61.36235,-3.53692,0.48052
44.52800,-61.36245,-3.53755,0.48060
44.54400,-61.36255,-3.53636,0.48044
44.56000,-61.36265,-3.54266,0.48130
44.57600,-61.36275,-3.53776,0.48063
44.59200,-61.36286,-3.53540,0.48031
44.60800,-61.36306,-3.53534,0.48030
44.62400,-61.36326,-3.53654,0.48046
44.64000,-61.36337,-3.54093,0.48105
44.64480,-61.36337,-3.53614,0.48040
44.65600,-61.36344,-3.53908,0.48080
44.65680,-61.36345,-3.53999,0.48092
44.66980,-61.36347,-3.53619,0.48041
44.67200,-61.36349,-3.53312,0.47999
44.67580,-61.36360,-3.52732,0.47920
44.68800,-61.36414,-3.52545,0.47894
44.69580,-61.36442,-3.53655,0.48044
44.70400,-61.36440,-3.54814,0.48202
44.71480,-61.36420,-3.55824,0.48339
44.72000,-61.36410,-3.56082,0.48374
44.73600,-61.36380,-3.56137,0.48382
44.75200,-61.36349,-3.55243,0.48261
44.76800,-61.36319,-3.54772,0.48198
44.78380,-61.36293,-3.53694,0.48051
44.78400,-61.36293,-3.53694,0.48051
44.78980,-61.36306,-3.52553,0.47896
44.79480,-61.36334,-3.51562,0.47761
44.80000,-61.36378,-3.51157,0.47706
44.81180,-61.36486,-3.52533,0.47891
44.81600,-61.36507,-3.53453,0.48016
44.81780,-61.36514,-3.53763,0.48058
44.82980,-61.36526,-3.53970,0.48086
44.83200,-61.36527,-3.53801,0.48063
44.83780,-61.36531,-3.53279,0.47992
44.84800,-61.36550,-3.52479,0.47883
44.86280,-61.36586,-3.53835,0.48067
44.86400,-61.36587,-3.54014,0.48091
44.87780,-61.36564,-3.54010,0.48091
44.88000,-61.36564,-3.53735,0.48054
44.88480,-61.36574,-3.53076,0.47964
44.89600,-61.36614,-3.53379,0.48005
44.89780,-61.36621,-3.53654,0.48042
44.91200,-61.36617,-3.54138,0.48108
44.91580,-61.36616,-3.53503,0.48021
44.92800,-61.36655,-3.53435,0.48012
44.93180,-61.36667,-3.54116,0.48104
44.93580,-61.36667,-3.54762,0.48192
44.94380,-61.36650,-3.54344,0.48135
44.94400,-61.36650,-3.54344,0.48135
44.94680,-61.36644,-3.53832,0.48066
44.96000,-61.36671,-3.53550,0.48027
44.96380,-61.36680,-3.54115,0.48104
44.97480,-61.36671,-3.53793,0.48060
44.97600,-61.36670,-3.53686,0.48046
44.98880,-61.36688,-3.54289,0.48127
44.99200,-61.36689,-3.54164,0.48110
44.99580,-61.36689,-3.53714,0.48049
45.00800,-61.36702,-3.53976,0.48085
45.02400,-61.36722,-3.53841,0.48066
45.04000,-61.36734,-3.53772,0.48057
45.05600,-61.36744,-3.53876,0.48071
45.06580,-61.36745,-3.53333,0.47997
45.07200,-61.36755,-3.53193,0.47978
45.07880,-61.36767,-3.53785,0.48058
45.08680,-61.36772,-3.53430,0.48010
45.08800,-61.36773,-3.53411,0.48007
45.10400,-61.36783,-3.54081,0.48098
45.12000,-61.36793,-3.53881,0.48071
45.13600,-61.36804,-3.53653,0.48040
45.15200,-61.36814,-3.53538,0.48024
45.16800,-61.36823,-3.53748,0.48052
45.17680,-61.36830,-3.53091,0.47963
45.18400,-61.36843,-3.53380,0.48002
45.20000,-61.36874,-3.53781,0.48056
45.21600,-61.36904,-3.53699,0.48045
45.23200,-61.36915,-3.53738,0.48050
45.24800,-61.36923,-3.54303,0.48126
45.26400,-61.36922,-3.53254,0.47984
45.28000,-61.36933,-3.53736,0.48049
45.29580,-61.36943,-3.53450,0.48010
45.29600,-61.36943,-3.53450,0.48010
45.31200,-61.36962,-3.53091,0.47961
45.32680,-61.36980,-3.54179,0.48109
45.32800,-61.36981,-3.54168,0.48107
45.34280,-61.36991,-3.53741,0.48049
45.34400,-61.36991,-3.53705,0.48044
45.36000,-61.37001,-3.53231,0.47980
45.37600,-61.37012,-3.53476,0.48013
45.39200,-61.37021,-3.53943,0.48076
45.40800,-61.37032,-3.53802,0.48057
45.41580,-61.37036,-3.53263,0.47984
45.42400,-61.37042,-3.53075,0.47958
45.44000,-61.37060,-3.53335,0.47993
45.45600,-61.37080,-3.53889,0.48068
45.47200,-61.37101,-3.53365,0.47997
45.48800,-61.37121,-3.52917,0.47936
45.50400,-61.37141,-3.52896,0.47933
45.52000,-61.37162,-3.53800,0.48055
45.53600,-61.37181,-3.54477,0.48147
45.55200,-61.37191,-3.53892,0.48067
45.55680,-61.37194,-3.53566,0.48023
45.56800,-61.37202,-3.52945,0.47938
45.58400,-61.37212,-3.52890,0.47931
45.60000,-61.37222,-3.53786,0.48052
45.61600,-61.37232,-3.53727,0.48044
45.63200,-61.37242,-3.53025,0.47949
45.64800,-61.37252,-3.53612,0.48028
45.65680,-61.37258,-3.53323,0.47989
45.66400,-61.37262,-3.53208,0.47973
45.68000,-61.37273,-3.53550,0.48020
45.69600,-61.37282,-3.53084,0.47956
45.71200,-61.37293,-3.53699,0.48040
45.72800,-61.37303,-3.53911,0.48068
45.74400,-61.37313,-3.53195,0.47971
45.74480,-61.37314,-3.53153,0.47965
45.76000,-61.37342,-3.52775,0.47914
45.77600,-61.37373,-3.53161,0.47966
45.79200,-61.37403,-3.53823,0.48055
45.80800,-61.37429,-3.54336,0.48125
45.82400,-61.37434,-3.54476,0.48143
45.84000,-61.37434,-3.54047,0.48085
45.85600,-61.37434,-3.53367,0.47993
45.87200,-61.37434,-3.53182,0.47968
45.88380,-61.37435,-3.52713,0.47904
45.88800,-61.37440,-3.52713,0.47904
45.90400,-61.37460,-3.53206,0.47971
45.92000,-61.37480,-3.53894,0.48064
45.93600,-61.37501,-3.53524,0.48013
45.95200,-61.37521,-3.53547,0.48016
45.96800,-61.37541,-3.53510,0.48011
45.97480,-61.37550,-3.53032,0.47946
45.98400,-61.37562,-3.52928,0.47932
46.00000,-61.37582,-3.53399,0.47995
46.01600,-61.37602,-3.53794,0.48049
46.03200,-61.37623,-3.53362,0.47990
46.04800,-61.37643,-3.53481,0.48006
46.06400,-61.37663,-3.53706,0.48036
46.08000,-61.37683,-3.53916,0.48064
46.09600,-61.37703,-3.53677,0.48032
46.11200,-61.37724,-3.53701,0.48035
46.12800,-61.37742,-3.53483,0.48005
46.13380,-61.37746,-3.53246,0.47973
46.14400,-61.37752,-3.53139,0.47958
46.16000,-61.37762,-3.53068,0.47948
46.17600,-61.37773,-3.53376,0.47990
46.19200,-61.37783,-3.53656,0.48028
46.20800,-61.37793,-3.53553,0.48014
46.22400,-61.37803,-3.53467,0.48002
46.23680,-61.37811,-3.53252,0.47973
46.24000,-61.37813,-3.53200,0.47965
46.25600,-61.37823,-3.53417,0.47995
46.27200,-61.37834,-3.53230,0.47969
46.28800,-61.37844,-3.53224,0.47968
46.30400,-61.37853,-3.53541,0.48011
46.31480,-61.37861,-3.53482,0.48003
46.32000,-61.37864,-3.53373,0.47988
46.33600,-61.37874,-3.53919,0.48062
46.35200,-61.37884,-3.53616,0.48021
46.36800,-61.37894,-3.54279,0.48111
46.38400,-61.37905,-3.54276,0.48110
46.40000,-61.37917,-3.53399,0.47991
46.40480,-61.37924,-3.53058,0.47945
46.41600,-61.37943,-3.52887,0.47921
46.43200,-61.37973,-3.53107,0.47951
46.44800,-61.38004,-3.53943,0.48064
46.46400,-61.38028,-3.54695,0.48166
46.48000,-61.38048,-3.54058,0.48079
46.49600,-61.38068,-3.53504,0.48004
46.51200,-61.38085,-3.53883,0.48055
46.52680,-61.38095,-3.53431,0.47993
46.52800,-61.38095,-3.53406,0.47990
46.54400,-61.38105,-3.53462,0.47997
46.56000,-61.38116,-3.53972,0.48067
46.57600,-61.38126,-3.54379,0.48122
46.59200,-61.38133,-3.54236,0.48102
46.60800,-61.38133,-3.54074,0.48080
46.62400,-61.38133,-3.53491,0.48001
46.64000,-61.38133,-3.53095,0.47947
46.65580,-61.38135,-3.52905,0.47921
46.65600,-61.38135,-3.52905,0.47921
46.67200,-61.38158,-3.53054,0.47941
46.68800,-61.38189,-3.53753,0.48036
46.70400,-61.38219,-3.53792,0.48041
46.72000,-61.38250,-3.53560,0.48009
46.73600,-61.38280,-3.53725,0.48031
46.75200,-61.38301,-3.53882,0.48052
46.76800,-61.38302,-3.54095,0.48081
46.78400,-61.38291,-3.53662,0.48022
46.79280,-61.38286,-3.53311,0.47975
46.80000,-61.38282,-3.53257,0.47967
46.81600,-61.38272,-3.53423,0.47990
46.83200,-61.38267,-3.53565,0.48009
46.84800,-61.38267,-3.53781,0.48039
46.86400,-61.38268,-3.53618,0.48017
46.87580,-61.38282,-3.52950,0.47926
46.88000,-61.38297,-3.52881,0.47916
46.89600,-61.38358,-3.53028,0.47935
46.91200,-61.38419,-3.53409,0.47986
46.92800,-61.38470,-3.53407,0.47985
46.94400,-61.38510,-3.53229,0.47961
46.96000,-61.38537,-3.53469,0.47993
46.96580,-61.38541,-3.53494,0.47996
46.97600,-61.38547,-3.53584,0.48009
46.99200,-61.38556,-3.53661,0.48019
47.00800,-61.38556,-3.53790,0.48036
47.02400,-61.38556,-3.53571,0.48007
47.04000,-61.38556,-3.53813,0.48039
47.05600,-61.38556,-3.54270,0.48102
47.07200,-61.38556,-3.53664,0.48019
47.08800,-61.38556,-3.53344,0.47976
47.10400,-61.38556,-3.53750,0.48031
47.12000,-61.38556,-3.53630,0.48015
47.13600,-61.38556,-3.53605,0.48011
47.14080,-61.38556,-3.53557,0.48005
47.15200,-61.38556,-3.53527,0.48001
47.16800,-61.38563,-3.53242,0.47962
47.18400,-61.38583,-3.53312,0.47971
47.20000,-61.38603,-3.53532,0.48001
47.21600,-61.38624,-3.53833,0.48041
47.23200,-61.38644,-3.53707,0.48024
47.24800,-61.38664,-3.53752,0.48030
47.26400,-61.38685,-3.53459,0.47990
47.27880,-61.38704,-3.53163,0.47949
47.28000,-61.38705,-3.53151,0.47948
47.29600,-61.38725,-3.53082,0.47938
47.31200,-61.38746,-3.53305,0.47968
47.32800,-61.38766,-3.53387,0.47979
47.34400,-61.38786,-3.53287,0.47965
47.36000,-61.38806,-3.53138,0.47945
47.37600,-61.38826,-3.53329,0.47970
47.39200,-61.38845,-3.53458,0.47988
47.40480,-61.38854,-3.53250,0.47959
47.40800,-61.38856,-3.53210,0.47954
47.42400,-61.38866,-3.53052,0.47932
47.44000,-61.38876,-3.53378,0.47976
47.45600,-61.38886,-3.53430,0.47983
47.47200,-61.38897,-3.53194,0.47951
47.48800,-61.38906,-3.53221,0.47955
47.50400,-61.38917,-3.53081,0.47936
47.52000,-61.38927,-3.53186,0.47950
47.52480,-61.38930,-3.53107,0.47939
47.53600,-61.38937,-3.53039,0.47930
47.55200,-61.38947,-3.53248,0.47958
47.56800,-61.38958,-3.53370,0.47974
47.58400,-61.38967,-3.53332,0.47969
47.60000,-61.38977,-3.53199,0.47951
47.61600,-61.38988,-3.53203,0.47951
47.63200,-61.38998,-3.53334,0.47969
47.64480,-61.39006,-3.53458,0.47986
47.64800,-61.39008,-3.53444,0.47984
47.66400,-61.39018,-3.53241,0.47956
47.68000,-61.39028,-3.53353,0.47971
47.69600,-61.39038,-3.53261,0.47959
47.71200,-61.39049,-3.53356,0.47971
47.72800,-61.39058,-3.53389,0.47976
47.74400,-61.39069,-3.53435,0.47982
47.76000,-61.39079,-3.53409,0.47978
47.77180,-61.39087,-3.53281,0.47961
47.77600,-61.39089,-3.53185,0.47948
47.79200,-61.39099,-3.53124,0.47939
47.80800,-61.39110,-3.53225,0.47953
47.82400,-61.39119,-3.53184,0.47947
47.84000,-61.39130,-3.53396,0.47976
47.85600,-61.39140,-3.53394,0.47975
47.86080,-61.39143,-3.53306,0.47963
47.87200,-61.39150,-3.53310,0.47964
47.88800,-61.39160,-3.53260,0.47957
47.90400,-61.39170,-3.53300,0.47962
47.92000,-61.39180,-3.53416,0.47978
47.93600,-61.39190,-3.53521,0.47992
47.95200,-61.39201,-3.53298,0.47962
47.96680,-61.39219,-3.52985,0.47919
47.96800,-61.39220,-3.52987,0.47919
47.98400,-61.39241,-3.53283,0.47959
48.00000,-61.39261,-3.53735,0.48020
48.01600,-61.39281,-3.53524,0.47991
48.03200,-61.39301,-3.53505,0.47988
48.04800,-61.39321,-3.53451,0.47981
48.06400,-61.39342,-3.53384,0.47971
48.08000,-61.39362,-3.53452,0.47980
48.09600,-61.39382,-3.53470,0.47983
48.11200,-61.39403,-3.53383,0.47971
48.11480,-61.39407,-3.53336,0.47964
48.12800,-61.39423,-3.53167,0.47941
48.14400,-61.39443,-3.53346,0.47965
48.16000,-61.39464,-3.53307,0.47959
48.17600,-61.39484,-3.53252,0.47952
48.19200,-61.39504,-3.53346,0.47964
48.20800,-61.39525,-3.53353,0.47965
48.22400,-61.39545,-3.53187,0.47942
48.22480,-61.39546,-3.53180,0.47941
48.24000,-61.39565,-3.53157,0.47938
48.25600,-61.39586,-3.53109,0.47931
48.27200,-61.39606,-3.53354,0.47964
48.28800,-61.39626,-3.53456,0.47978
48.30400,-61.39636,-3.53407,0.47971
48.32000,-61.39646,-3.53244,0.47949
48.33600,-61.39656,-3.53368,0.47965
48.34680,-61.39664,-3.53303,0.47956
48.35200,-61.39666,-3.53250,0.47949
48.36800,-61.39677,-3.53343,0.47962
48.38400,-61.39687,-3.53263,0.47951
48.40000,-61.39697,-3.53384,0.47967
48.41600,-61.39707,-3.53481,0.47980
48.43200,-61.39717,-3.53457,0.47977
48.44800,-61.39727,-3.53469,0.47978
48.46400,-61.39738,-3.53286,0.47953
48.48000,-61.39748,-3.53205,0.47942
48.49180,-61.39755,-3.53258,0.47949
48.49600,-61.39758,-3.53211,0.47943
48.51200,-61.39768,-3.53350,0.47962
48.52800,-61.39778,-3.53469,0.47978
48.54400,-61.39788,-3.53394,0.47967
48.56000,-61.39798,-3.53233,0.47945
48.57600,-61.39809,-3.53484,0.47979
48.59200,-61.39818,-3.53391,0.47967
48.60800,-61.39829,-3.53307,0.47955
48.61080,-61.39831,-3.53255,0.47948
48.62400,-61.39839,-3.53082,0.47924
48.64000,-61.39849,-3.53157,0.47934
48.65600,-61.39859,-3.53130,0.47931
48.67200,-61.39870,-3.53136,0.47931
48.68800,-61.39879,-3.53416,0.47969
48.70400,-61.39890,-3.53457,0.47975
48.72000,-61.39900,-3.53442,0.47972
48.72880,-61.39906,-3.53393,0.47966
48.73600,-61.39910,-3.53307,0.47954
48.75200,-61.39920,-3.53361,0.47961
48.76800,-61.39931,-3.53347,0.47959
48.78400,-61.39940,-3.53366,0.47962
48.80000,-61.39950,-3.53354,0.47960
48.81600,-61.39961,-3.53390,0.47965
48.83200,-61.39971,-3.53372,0.47962
48.84800,-61.39981,-3.53276,0.47949
48.85080,-61.39983,-3.53204,0.47939
48.86400,-61.39991,-3.53133,0.47929
48.88000,-61.40001,-3.53188,0.47937
48.89600,-61.40011,-3.53449,0.47972
48.91200,-61.40022,-3.53248,0.47945
48.92800,-61.40031,-3.53448,0.47972
48.94400,-61.40042,-3.53599,0.47992
48.96000,-61.40052,-3.53566,0.47987
48.96780,-61.40057,-3.53447,0.47971
48.97600,-61.40062,-3.53322,0.47954
48.99200,-61.40072,-3.53340,0.47956
49.00800,-61.40083,-3.53414,0.47966
49.02400,-61.40092,-3.53296,0.47950
49.04000,-61.40107,-3.53184,0.47935
49.05600,-61.40127,-3.53439,0.47969
49.07200,-61.40148,-3.53606,0.47992
49.08780,-61.40168,-3.53382,0.47961
49.08800,-61.40168,-3.53382,0.47961
49.10400,-61.40188,-3.53311,0.47951
49.12000,-61.40209,-3.53368,0.47958
49.13600,-61.40229,-3.53320,0.47952
49.15200,-61.40249,-3.53307,0.47950
49.16800,-61.40269,-3.53368,0.47958
49.18400,-61.40290,-3.53338,0.47953
49.20000,-61.40310,-3.53478,0.47972
49.21280,-61.40327,-3.53404,0.47962
49.21600,-61.40330,-3.53419,0.47964
49.23200,-61.40350,-3.53293,0.47947
49.24800,-61.40370,-3.53280,0.47945
49.26400,-61.40391,-3.53275,0.47944
49.28000,-61.40411,-3.53308,0.47948
49.29600,-61.40426,-3.53455,0.47968
49.31200,-61.40435,-3.53480,0.47971
49.32580,-61.40445,-3.53494,0.47973
49.32800,-61.40445,-3.53476,0.47970
49.34400,-61.40456,-3.53347,0.47953
49.36000,-61.40466,-3.53407,0.47961
49.37600,-61.40476,-3.53396,0.47959
49.39200,-61.40486,-3.53376,0.47956
49.40800,-61.40496,-3.53314,0.47948
49.42400,-61.40506,-3.53467,0.47968
49.44000,-61.40517,-3.53498,0.47972
49.45280,-61.40525,-3.53252,0.47939
49.45600,-61.40526,-3.53252,0.47939
49.47200,-61.40537,-3.53238,0.47937
49.48800,-61.40547,-3.53558,0.47980
49.50400,-61.40557,-3.53456,0.47966
49.52000,-61.40567,-3.53436,0.47963
49.53600,-61.40578,-3.53458,0.47966
49.55200,-61.40587,-3.53449,0.47965
49.56800,-61.40597,-3.53277,0.47941
49.58400,-61.40608,-3.53272,0.47941
49.59580,-61.40616,-3.53366,0.47953
49.60000,-61.40618,-3.53350,0.47951
49.61600,-61.40628,-3.53388,0.47956
49.63200,-61.40638,-3.53290,0.47943
49.64800,-61.40648,-3.53225,0.47934
49.66400,-61.40658,-3.53326,0.47947
49.68000,-61.40669,-3.53289,0.47942
49.69600,-61.40679,-3.53352,0.47951
49.71200,-61.40689,-3.53421,0.47960
49.72800,-61.40699,-3.53515,0.47972
49.74080,-61.40707,-3.53548,0.47977
49.74400,-61.40709,-3.53506,0.47971
49.76000,-61.40719,-3.53255,0.47937
49.77600,-61.40730,-3.53242,0.47935
49.79200,-61.40740,-3.53411,0.47958
49.80800,-61.40750,-3.53229,0.47933
49.82400,-61.40760,-3.53186,0.47927
49.84000,-61.40770,-3.53330,0.47946
49.85280,-61.40778,-3.53345,0.47948
49.85600,-61.40780,-3.53351,0.47949
49.87200,-61.40790,-3.53254,0.47936
49.88800,-61.40801,-3.53439,0.47961
49.90400,-61.40810,-3.53426,0.47959
49.92000,-61.40821,-3.53292,0.47941
49.93600,-61.40831,-3.53231,0.47932
49.95200,-61.40841,-3.53166,0.47923
49.96800,-61.40851,-3.53222,0.47931
49.98080,-61.40860,-3.53229,0.47932
49.98400,-61.40862,-3.53223,0.47931
50.00000,-61.40871,-3.53105,0.47915
50.01600,-61.40882,-3.53092,0.47913
50.03200,-61.40902,-3.53326,0.47944
50.04800,-61.40921,-3.53436,0.47959
50.06400,-61.40942,-3.53422,0.47957
50.08000,-61.40962,-3.53390,0.47952
50.09600,-61.40982,-3.53513,0.47969
50.10480,-61.40994,-3.53478,0.47964
50.11200,-61.41003,-3.53398,0.47953
50.12800,-61.41023,-3.53198,0.47925
50.14400,-61.41043,-3.53384,0.47950
50.16000,-61.41063,-3.53308,0.47940
50.17600,-61.41084,-3.53466,0.47961
50.19200,-61.41104,-3.53555,0.47973
50.20800,-61.41124,-3.53608,0.47980
50.21580,-61.41134,-3.53480,0.47962
50.22400,-61.41145,-3.53501,0.47965
50.24000,-61.41165,-3.53412,0.47953
50.25600,-61.41185,-3.53453,0.47958
50.27200,-61.41206,-3.53443,0.47956
50.28800,-61.41226,-3.53512,0.47965
50.30400,-61.41243,-3.53734,0.47995
50.32000,-61.41244,-3.53773,0.48001
50.32180,-61.41244,-3.53602,0.47977
50.33600,-61.41244,-3.52791,0.47867
50.35200,-61.41244,-3.53516,0.47966
50.36800,-61.41244,-3.54460,0.48094
50.38400,-61.41244,-3.55095,0.48180
50.40000,-61.41244,-3.54732,0.48131
50.41080,-61.41245,-3.53851,0.48011
50.41600,-61.41250,-3.53523,0.47967
50.43200,-61.41270,-3.53319,0.47939
50.44800,-61.41290,-3.53952,0.48024
50.46400,-61.41311,-3.54236,0.48063
50.48000,-61.41331,-3.54207,0.48058
50.49600,-61.41351,-3.53906,0.48017
50.51200,-61.41372,-3.53305,0.47936
50.52800,-61.41392,-3.53550,0.47969
50.54400,-61.41412,-3.54044,0.48035
50.56000,-61.41423,-3.53929,0.48020
50.57600,-61.41433,-3.53637,0.47980
50.59200,-61.41443,-3.53459,0.47956
50.59380,-61.41444,-3.53447,0.47954
50.60800,-61.41454,-3.53374,0.47944
50.62400,-61.41463,-3.53545,0.47967
50.64000,-61.41474,-3.53380,0.47944
50.65600,-61.41484,-3.52953,0.47886
50.67200,-61.41494,-3.53570,0.47970
50.68800,-61.41504,-3.54103,0.48042
50.70400,-61.41514,-3.54079,0.48039
50.71580,-61.41522,-3.53847,0.48007
50.72000,-61.41524,-3.53820,0.48003
50.73600,-61.41534,-3.53578,0.47971
50.75200,-61.41545,-3.53289,0.47931
50.76800,-61.41555,-3.53229,0.47923
50.78400,-61.41565,-3.53675,0.47983
50.80000,-61.41575,-3.53769,0.47996
50.81480,-61.41585,-3.53589,0.47971
50.81600,-61.41585,-3.53568,0.47969
50.83200,-61.41595,-3.53219,0.47921
50.84800,-61.41606,-3.53303,0.47932
50.86400,-61.41616,-3.53592,0.47971
50.88000,-61.41626,-3.54125,0.48044
50.89600,-61.41636,-3.54052,0.48034
50.91200,-61.41646,-3.54050,0.48033
50.92800,-61.41656,-3.53793,0.47998
50.94400,-61.41666,-3.53692,0.47984
50.96000,-61.41677,-3.53534,0.47963
50.97600,-61.41686,-3.53758,0.47993
50.98780,-61.41694,-3.53636,0.47976
50.99200,-61.41697,-3.53658,0.47979
51.00800,-61.41707,-3.53831,0.48003
51.02400,-61.41717,-3.53523,0.47961
51.04000,-61.41727,-3.53531,0.47962
51.05600,-61.41737,-3.53773,0.47994
51.07200,-61.41747,-3.53754,0.47992
51.08800,-61.41758,-3.53195,0.47916
51.08880,-61.41758,-3.53174,0.47913
51.10400,-61.41768,-3.52964,0.47884
51.12000,-61.41778,-3.53515,0.47959
51.13600,-61.41788,-3.53942,0.48017
51.15200,-61.41798,-3.53703,0.47984
51.16800,-61.41808,-3.53624,0.47973
51.18400,-61.41823,-3.53578,0.47967
51.20000,-61.41844,-3.53924,0.48014
51.21600,-61.41864,-3.53980,0.48021
51.22880,-61.41880,-3.53758,0.47991
51.23200,-61.41884,-3.53764,0.47991
51.24800,-61.41905,-3.53521,0.47958
51.26400,-61.41925,-3.53620,0.47971
51.28000,-61.41945,-3.53489,0.47953
51.29600,-61.41966,-3.54171,0.48046
51.31200,-61.41986,-3.54057,0.48030
51.32800,-61.42006,-3.53679,0.47978
51.34400,-61.42027,-3.53972,0.48018
51.35580,-61.42042,-3.53735,0.47986
51.36000,-61.42046,-3.53666,0.47976
51.37600,-61.42067,-3.53020,0.47888
51.39200,-61.42087,-3.53899,0.48007
51.40800,-61.42097,-3.54625,0.48106
51.42400,-61.42097,-3.54343,0.48067
51.44000,-61.42097,-3.53553,0.47960
51.45600,-61.42097,-3.53691,0.47979
51.47200,-61.42097,-3.54284,0.48059
51.48800,-61.42097,-3.53991,0.48020
51.49080,-61.42097,-3.53751,0.47987
51.50400,-61.42097,-3.53829,0.47998
51.52000,-61.42097,-3.54370,0.48071
51.53600,-61.42100,-3.53721,0.47983
51.55200,-61.42120,-3.53564,0.47961
51.56800,-61.42141,-3.54220,0.48050
51.58400,-61.42160,-3.54123,0.48037
51.59380,-61.42173,-3.53440,0.47944
51.60000,-61.42181,-3.53408,0.47939
51.61600,-61.42201,-3.54130,0.48037
51.63200,-61.42221,-3.53844,0.47998
